SIC,SIC Title (and note),2002 NAICS,2002 NAICS Title
5137,"Women’s, Children’s, and Infants’ Clothing and Accessories (merchant wholesalers except wholesaling athletic uniforms and uniforms and merchant wholesalers selling work clothing via retail method)",424330,"Women’s, Children’s, and Infants’ Clothing and Accessories Merchant Wholesalers"
5137,"Women’s, Children’s, and Infants’ Clothing and Accessories (business to business electronic markets)",425110,Business to Business Electronic Markets
5137,"Women’s, Children’s, and Infants’ Clothing and Accessories (agents and brokers)",425120,Wholesale Trade Agents and Brokers
5137,"Women's, Children's, and Infants' Clothing and Accessories (selling a general line of womens clothing via retail method)",448120,Women's Clothing Stores
5137,"Women's, Children's and Infants' Clothing and Accessories (selling a general line of children's and infants' clothing via retail method)",448130,Children's and Infants' Clothing Stores
5137,"Women’s, Children’s, and Infants’ Clothing and Accessories (uniforms and work clothing sold via retail method)",448190,Other Clothing Stores
5139,Footwear (merchant wholesalers except those selling footwear via retail method),424340,Footwear Merchant Wholesalers
5139,Footwear (business to business electronic markets),425110,Business to Business Electronic Markets
5139,Footwear (agents and brokers),425120,Wholesale Trade Agents and Brokers
5139,Footwear (footwear sold via retail method),448210,Shoe Stores
5141,"Groceries, General Line (merchant wholesalers except those selling general line groceries via retail method)",424410,General Line Grocery Merchant Wholesalers
5141,"Groceries, General Line (business to business electronic markets)",425110,Business to Business Electronic Markets
5141,"Groceries, General Line (agents and brokers)",425120,Wholesale Trade Agents and Brokers
5141,"Groceries, General Line (general line groceries sold via retail method)",445110,Supermarkets and Other Grocery (except Convenience) Stores
5142,Packaged Frozen Foods (merchant wholesalers except those selling packaged frozen foods via retail method),424420,Packaged Frozen Food Merchant Wholesalers
5142,Packaged Frozen Foods (business to business electronic markets),425110,Business to Business Electronic Markets
5142,Packaged Frozen Foods (agents and brokers),425120,Wholesale Trade Agents and Brokers
5142,Packaged Frozen Foods (frozen food sold via retail method),454390,Other Direct Selling Establishments
5143,"Dairy Products, Except Dried or Canned (merchant wholesalers except those selling dairy products via retail method)",424430,Dairy Product (except Dried or Canned) Merchant Wholesalers
5143,"Dairy Products, Except Dried or Canned (business to business electronic markets)",425110,Business to Business Electronic Markets
5143,"Dairy Products, Except Dried or Canned (agents and brokers)",425120,Wholesale Trade Agents and Brokers
5143,"Dairy Products, Except Dried or Canned (dairy products sold via retail method)",445299,All Other Specialty Food Stores
5144,Poultry and Poultry Products (merchant wholesalers except those selling poultry and poultry products via retail method),424440,Poultry and Poultry Product Merchant Wholesalers
5144,Poultry and Poultry Products (business to business electronic markets),425110,Business to Business Electronic Markets
5144,Poultry and Poultry Products (agents and brokers),425120,Wholesale Trade Agents and Brokers
5144,Poultry and Poultry Products (poultry and poultry products sold via retail method),445210,Meat Markets
5145,Confectionery (merchant wholesalers except those selling confectionery via retail method),424450,Confectionery Merchant Wholesalers
5145,Confectionery (business to business electronic markets),425110,Business to Business Electronic Markets
5145,Confectionery (agents and brokers),425120,Wholesale Trade Agents and Brokers
5145,Confectionery (confectionery sold via retail method),445292,Confectionery and Nut Stores
5146,Fish and Seafoods (merchant wholesalers except those selling fish and seafoods via retail method),424460,Fish and Seafood Merchant Wholesalers
5146,Fish and Seafoods (business to business electronic markets),425110,Business to Business Electronic Markets
5146,Fish and Seafoods (agents and brokers),425120,Wholesale Trade Agents and Brokers
5146,Fish and Seafoods (fish and seafoods sold via retail method),445220,Fish and Seafood Markets
5147,Meats and Meat Products (boxed beef),311612,Meat Processed from Carcasses 
5147,Meats and Meat Products (merchant wholesalers except boxed beef manufacturers and merchant wholesalers selling meats and meat products via retail method),424470,Meat and Meat Product Merchant Wholesalers
5147,Meats and Meat Products (business to business electronic markets),425110,Business to Business Electronic Markets
5147,Meats and Meat Products (agents and brokers),425120,Wholesale Trade Agents and Brokers
5147,Meat and Meat Products (meat and meat products sold via retail method),445210,Meat Markets
5148,Fresh Fruits and Vegetables (merchant wholesalers except those selling fresh fruits and vegetables via retail method),424480,Fresh Fruit and Vegetable Merchant Wholesalers
5148,Fresh Fruits and Vegetables (business to business electronic markets),425110,Business to Business Electronic Markets
5148,Fresh Fruits and Vegetables (agents and brokers),425120,Wholesale Trade Agents and Brokers
5148,Fresh Fruits and Vegetables (fresh fruits and vegetables sold via retail method),445230,Fruit and Vegetable Markets
5149,"Groceries and Related Products, NEC (processed bottled water manufacturing) ",312112,Bottled Water Manufacturing
5149,"Groceries and Related Products, NEC (merchant wholesalers except processed bottled water manufacturing and merchant wholesalers selling groceries and related products via retail method)",424490,Other Grocery and Related Products Merchant Wholesalers
5149,"Groceries and Related Products, NEC (business to business electronic markets)",425110,Business to Business Electronic Markets
5149,"Groceries and Related Products, NEC (agents and brokers)",425120,Wholesale Trade Agents and Brokers
5149,"Groceries and Related Products, NEC (groceries and related products, except pet food, sold via retail method)",445299,All Other Specialty Food Stores
5149,"Groceries and Related Products, NEC (pet food sold via retail method)",453910,Pet and Pet Supplies Stores
5153,Grain and Field Beans (merchant wholesalers except those selling grains and field beans via retail method),424510,Grain and Field Bean Merchant Wholesalers
5153,Grain and Field Beans (business to business electronic markets),425110,Business to Business Electronic Markets
5153,Grain and Field Beans (agents and brokers),425120,Wholesale Trade Agents and Brokers
5153,Grain and Field Beans (grain and field beans sold via retail method),444220,"Nurseries, Garden Centers, and Farm Supply Stores"
5154,Livestock (merchant wholesalers),424520,Livestock Merchant Wholesalers
5154,Livestock (business to business electronic markets),425110,Business to Business Electronic Markets
5154,Livestock (agents and brokers),425120,Wholesale Trade Agents and Brokers
5159,"Farm-Product Raw Materials, NEC (merchant wholesalers except those selling farm product raw materials, nec via retail method)",424590,Other Farm Product Raw Material Merchant Wholesalers
5159,"Farm-Product Raw Materials, NEC (business to business electronic markets)",425110,Business to Business Electronic Markets
5159,"Farm-Product Raw Materials, NEC (agents and brokers)",425120,Wholesale Trade Agents and Brokers
5159,"Farm-Product Raw Materials, NEC (farm-product raw materials sold via retail method)",444220,"Nurseries, Garden Centers, and Farm Supply Stores"
5162,Plastics Materials and Basic Forms and Shapes (merchant wholesalers except those selling plastics via retail method),424610,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers
5162,Plastics Materials and Basic Forms and Shapes (business to business electronic markets),425110,Business to Business Electronic Markets
5162,Plastics Materials and Basic Forms and Shapes (agents and brokers),425120,Wholesale Trade Agents and Brokers
5162,"Plastics Materials and Basic Forms and Shapes (plastics materials, forms, and basic shapes sold via retail method)",453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
5169,"Chemicals and Allied Products, NEC (merchant wholesalers)",424690,Other Chemical and Allied Products Merchant Wholesalers
5169,"Chemicals and Allied Products, NEC (business to business electronic markets)",425110,Business to Business Electronic Markets
5169,"Chemicals and Allied Products, NEC (agents and brokers)",425120,Wholesale Trade Agents and Brokers
5171,Petroleum Bulk Stations and Terminals (except petroleum sold via retail method),424710,Petroleum Bulk Stations and Terminals
5171,Petroleum Bulk Stations and Terminals (heating oil sold to final consumer),454311,Heating Oil Dealers
5171,Petroleum Bulk Stations and Terminals (LP gas sold to final consumer),454312,Liquefied Petroleum Gas (Bottled Gas) Dealers
5172,"Petroleum and Petroleum Products Wholesalers, Except Bulk Stations and Terminals (merchant wholesalers)",424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals)
5172,"Petroleum and Petroleum Products Wholesalers, Except Bulk Stations and Terminals (business to business electronic markets)",425110,Business to Business Electronic Markets
